Ticket_ID,Created_Date,Closed_Date,Office,Category,Priority,Status,Assigned_Team,Days_Open,SLA_Target_Days,SLA_Status,Customer_Type,Aging_Bucket
TCK-10891,2025-01-22,2025-01-23,Human Resources,User Permissions,High,Closed,Reporting Team,1,4,Met,Internal User,0-3 days
TCK-10892,2025-01-21,2025-01-24,Human Resources,Account Access,High,Closed,CRM Admin,3,4,Met,Leadership Office,0-3 days
TCK-10893,2026-01-04,2026-01-10,IT Services,Report Request,Medium,Closed,Systems Team,6,7,Met,Program Office,4-7 days
TCK-10894,2026-03-07,,IT Services,Report Request,Low,Open,Tier 2 Support,54,10,Missed,Internal User,15+ days
TCK-10895,2026-02-17,2026-02-18,Operations,Account Access,Critical,Closed,Systems Team,1,2,Met,Leadership Office,0-3 days
TCK-10896,2025-11-11,2025-11-12,Program Management,Account Access,Critical,Closed,Tier 1 Support,1,2,Met,Internal User,0-3 days
TCK-10897,2026-03-09,2026-03-10,Operations,Report Request,Medium,Closed,Tier 1 Support,1,7,Met,Internal User,0-3 days
TCK-10898,2025-05-03,2025-05-04,IT Services,System Error,Medium,Closed,Reporting Team,1,7,Met,Internal User,0-3 days
TCK-10899,2025-04-29,,Policy,System Error,Low,Open,Systems Team,366,10,Missed,Program Office,15+ days
TCK-10900,2025-01-12,2025-01-14,Policy,System Error,Medium,Closed,Reporting Team,2,7,Met,Leadership Office,0-3 days
TCK-10901,2025-06-25,2025-06-26,IT Services,Data Correction,Medium,Closed,CRM Admin,1,7,Met,Internal User,0-3 days
TCK-10902,2025-12-27,,Policy,System Error,Low,Pending Customer,Tier 2 Support,124,10,Missed,Program Office,15+ days
TCK-10903,2025-04-17,2025-04-24,Operations,System Error,Low,Closed,Systems Team,7,10,Met,Program Office,4-7 days
TCK-10904,2025-01-13,2025-01-23,Policy,User Permissions,Medium,Closed,Tier 1 Support,10,7,Missed,Program Office,8-14 days
TCK-10905,2026-01-01,2026-01-03,Program Management,System Error,High,Closed,Reporting Team,2,4,Met,Program Office,0-3 days
TCK-10906,2025-02-15,2025-02-23,Finance,Report Request,Medium,Closed,CRM Admin,8,7,Missed,Program Office,8-14 days
TCK-10907,2025-03-22,,Operations,Account Access,Low,Pending Customer,Reporting Team,404,10,Missed,Program Office,15+ days
TCK-10908,2025-01-25,,Operations,Account Access,High,Open,Systems Team,460,4,Missed,Leadership Office,15+ days
TCK-10909,2025-10-11,,Finance,Data Correction,Low,Open,Reporting Team,201,10,Missed,Program Office,15+ days
TCK-10910,2026-03-22,2026-03-24,Finance,Data Correction,High,Closed,Systems Team,2,4,Met,Internal User,0-3 days
TCK-10911,2025-04-29,2025-04-29,Policy,Data Correction,High,Closed,CRM Admin,0,4,Met,Leadership Office,0-3 days
TCK-10912,2025-08-29,,Operations,Account Access,High,Pending Customer,Tier 2 Support,244,4,Missed,Leadership Office,15+ days
TCK-10913,2025-12-31,2026-01-07,IT Services,Account Access,Low,Closed,Reporting Team,7,10,Met,Leadership Office,4-7 days
TCK-10914,2026-01-25,,IT Services,Data Correction,Medium,Open,Tier 2 Support,95,7,Missed,Internal User,15+ days
TCK-10915,2025-06-16,2025-06-19,IT Services,Account Access,High,Closed,Reporting Team,3,4,Met,Internal User,0-3 days
TCK-10916,2025-03-27,,Operations,Data Correction,Low,Open,Systems Team,399,10,Missed,Program Office,15+ days
TCK-10917,2025-10-21,2025-10-21,Policy,Data Correction,High,Closed,Tier 2 Support,0,4,Met,Leadership Office,0-3 days
TCK-10918,2025-11-07,,Program Management,Data Correction,High,Open,Tier 1 Support,174,4,Missed,Program Office,15+ days
TCK-10919,2025-08-24,2025-08-30,Policy,System Error,Medium,Closed,Systems Team,6,7,Met,Program Office,4-7 days
TCK-10920,2025-11-28,2025-11-28,IT Services,Training Request,High,Closed,Reporting Team,0,4,Met,Program Office,0-3 days
TCK-10921,2025-09-26,,Human Resources,Data Correction,High,Open,Tier 1 Support,216,4,Missed,Leadership Office,15+ days
TCK-10922,2025-07-08,,Program Management,System Error,High,Open,Reporting Team,296,4,Missed,Program Office,15+ days
TCK-10923,2025-07-11,2025-07-19,Policy,Data Correction,Low,Closed,Reporting Team,8,10,Met,Leadership Office,8-14 days
TCK-10924,2026-02-09,,Finance,System Error,High,Open,Tier 2 Support,80,4,Missed,Internal User,15+ days
TCK-10925,2025-01-09,,Policy,System Error,High,Pending Customer,CRM Admin,476,4,Missed,Internal User,15+ days
TCK-10926,2025-08-26,,Operations,Data Correction,Low,Escalated,Tier 1 Support,247,10,Missed,Program Office,15+ days
TCK-10927,2025-07-11,2025-07-15,Program Management,Account Access,Low,Closed,Systems Team,4,10,Met,Program Office,4-7 days
TCK-10928,2025-07-01,2025-07-07,Human Resources,System Error,High,Closed,Tier 1 Support,6,4,Missed,Program Office,4-7 days
TCK-10929,2025-06-19,,Operations,User Permissions,Low,Escalated,Systems Team,315,10,Missed,Program Office,15+ days
TCK-10930,2025-01-31,2025-02-16,IT Services,Report Request,Low,Closed,Tier 1 Support,16,10,Missed,Program Office,15+ days
TCK-10931,2025-07-26,2025-07-30,Finance,Account Access,Medium,Closed,Systems Team,4,7,Met,Leadership Office,4-7 days
TCK-10932,2025-03-05,2025-03-11,Program Management,Training Request,High,Closed,Tier 1 Support,6,4,Missed,Leadership Office,4-7 days
TCK-10933,2026-02-04,2026-02-04,Operations,System Error,Medium,Closed,CRM Admin,0,7,Met,Leadership Office,0-3 days
TCK-10934,2026-01-01,2026-01-06,Finance,Data Correction,Medium,Closed,Tier 2 Support,5,7,Met,Internal User,4-7 days
TCK-10935,2025-02-17,2025-02-23,Human Resources,Data Correction,Medium,Closed,Tier 2 Support,6,7,Met,Program Office,4-7 days
TCK-10936,2025-10-19,2025-10-27,Operations,System Error,Low,Closed,Systems Team,8,10,Met,Leadership Office,8-14 days
TCK-10937,2025-05-11,2025-05-14,Human Resources,Report Request,Critical,Closed,Reporting Team,3,2,Missed,Internal User,0-3 days
TCK-10938,2025-04-23,,Policy,System Error,Medium,Escalated,Tier 1 Support,372,7,Missed,Internal User,15+ days
TCK-10939,2025-12-09,,Program Management,Report Request,Medium,Pending Customer,Systems Team,142,7,Missed,Leadership Office,15+ days
TCK-10940,2025-10-08,2025-10-08,Finance,User Permissions,High,Closed,CRM Admin,0,4,Met,Leadership Office,0-3 days
TCK-10941,2025-03-21,,IT Services,Data Correction,Medium,Pending Customer,Tier 2 Support,405,7,Missed,Internal User,15+ days
TCK-10942,2025-08-11,2025-08-14,IT Services,Report Request,Medium,Closed,Reporting Team,3,7,Met,Leadership Office,0-3 days
TCK-10943,2025-07-27,2025-08-04,Operations,Training Request,Low,Closed,Tier 2 Support,8,10,Met,Internal User,8-14 days
TCK-10944,2026-03-27,2026-03-27,Operations,Account Access,Critical,Closed,Systems Team,0,2,Met,Leadership Office,0-3 days
TCK-10945,2025-07-05,2025-07-08,Operations,Data Correction,Medium,Closed,Systems Team,3,7,Met,Program Office,0-3 days
TCK-10946,2025-12-06,2025-12-12,Human Resources,System Error,Low,Closed,Reporting Team,6,10,Met,Program Office,4-7 days
TCK-10947,2025-03-20,,Finance,Data Correction,Medium,Escalated,Reporting Team,406,7,Missed,Program Office,15+ days
TCK-10948,2025-07-22,2025-07-30,Operations,Report Request,Medium,Closed,Tier 2 Support,8,7,Missed,Leadership Office,8-14 days
TCK-10949,2026-02-16,,Human Resources,Account Access,Low,Open,Tier 1 Support,73,10,Missed,Internal User,15+ days
TCK-10950,2026-02-12,,Program Management,System Error,High,Open,Tier 1 Support,77,4,Missed,Leadership Office,15+ days
TCK-10951,2025-11-28,,Finance,Report Request,Low,Open,CRM Admin,153,10,Missed,Leadership Office,15+ days
TCK-10952,2025-10-20,,Finance,Report Request,Low,Open,Tier 1 Support,192,10,Missed,Internal User,15+ days
TCK-10953,2025-10-26,,Operations,System Error,Low,Open,Reporting Team,186,10,Missed,Internal User,15+ days
TCK-10954,2025-05-17,2025-05-23,IT Services,Account Access,Medium,Closed,Systems Team,6,7,Met,Program Office,4-7 days
TCK-10955,2025-03-12,2025-03-19,Policy,Training Request,Low,Closed,Tier 1 Support,7,10,Met,Program Office,4-7 days
TCK-10956,2025-11-07,2025-11-19,Program Management,Report Request,Low,Closed,Tier 2 Support,12,10,Missed,Leadership Office,8-14 days
TCK-10957,2025-08-31,2025-09-01,Policy,System Error,High,Closed,Reporting Team,1,4,Met,Internal User,0-3 days
TCK-10958,2026-02-11,2026-02-12,Finance,Data Correction,Critical,Closed,Tier 2 Support,1,2,Met,Program Office,0-3 days
TCK-10959,2025-03-18,,Operations,Account Access,High,Open,Reporting Team,408,4,Missed,Internal User,15+ days
TCK-10960,2025-03-18,2025-03-24,Finance,User Permissions,High,Closed,CRM Admin,6,4,Missed,Leadership Office,4-7 days
TCK-10961,2025-05-03,2025-05-10,Policy,Training Request,High,Closed,Systems Team,7,4,Missed,Program Office,4-7 days
TCK-10962,2025-12-30,2026-01-10,Human Resources,Report Request,Low,Closed,Tier 2 Support,11,10,Missed,Program Office,8-14 days
TCK-10963,2025-04-09,,Program Management,Data Correction,Medium,Open,Reporting Team,386,7,Missed,Program Office,15+ days
TCK-10964,2025-12-04,2025-12-04,Finance,System Error,Critical,Closed,Tier 2 Support,0,2,Met,Program Office,0-3 days
TCK-10965,2026-01-17,2026-01-17,IT Services,User Permissions,Critical,Closed,Tier 2 Support,0,2,Met,Internal User,0-3 days
TCK-10966,2026-03-22,,Program Management,Account Access,High,Escalated,Reporting Team,39,4,Missed,Program Office,15+ days
TCK-10967,2025-03-17,,Finance,Data Correction,Low,Open,Tier 2 Support,409,10,Missed,Program Office,15+ days
TCK-10968,2025-01-20,2025-01-23,Policy,Report Request,High,Closed,Systems Team,3,4,Met,Program Office,0-3 days
TCK-10969,2025-06-22,2025-07-01,Operations,Data Correction,Low,Closed,CRM Admin,9,10,Met,Leadership Office,8-14 days
TCK-10970,2025-12-04,2025-12-04,Finance,Training Request,High,Closed,Reporting Team,0,4,Met,Leadership Office,0-3 days
TCK-10971,2025-10-30,2025-10-30,Human Resources,System Error,Medium,Closed,Systems Team,0,7,Met,Leadership Office,0-3 days
TCK-10972,2025-05-29,2025-06-06,Human Resources,Report Request,Medium,Closed,CRM Admin,8,7,Missed,Internal User,8-14 days
TCK-10973,2025-07-28,,Program Management,System Error,Medium,Escalated,Systems Team,276,7,Missed,Leadership Office,15+ days
TCK-10974,2025-04-29,,Operations,System Error,High,Pending Customer,CRM Admin,366,4,Missed,Program Office,15+ days
TCK-10975,2025-11-30,2025-12-02,Program Management,Report Request,High,Closed,Tier 1 Support,2,4,Met,Leadership Office,0-3 days
TCK-10976,2025-04-28,,Program Management,Data Correction,Low,Escalated,Reporting Team,367,10,Missed,Internal User,15+ days
TCK-10977,2025-08-09,,IT Services,System Error,Low,Open,Tier 1 Support,264,10,Missed,Leadership Office,15+ days
TCK-10978,2026-03-21,2026-03-21,Policy,Report Request,Critical,Closed,Systems Team,0,2,Met,Leadership Office,0-3 days
TCK-10979,2025-01-27,2025-01-29,Human Resources,Data Correction,Medium,Closed,Reporting Team,2,7,Met,Leadership Office,0-3 days
TCK-10980,2026-01-07,2026-01-12,Operations,Account Access,Medium,Closed,Reporting Team,5,7,Met,Internal User,4-7 days
TCK-10981,2025-06-18,,Policy,User Permissions,Medium,Escalated,CRM Admin,316,7,Missed,Internal User,15+ days
TCK-10982,2025-12-03,2025-12-09,Operations,System Error,Medium,Closed,Tier 2 Support,6,7,Met,Leadership Office,4-7 days
TCK-10983,2025-03-25,2025-03-28,Policy,Training Request,Medium,Closed,Tier 1 Support,3,7,Met,Internal User,0-3 days
TCK-10984,2025-03-21,,Human Resources,Data Correction,High,Pending Customer,Tier 1 Support,405,4,Missed,Program Office,15+ days
TCK-10985,2025-04-02,2025-04-13,IT Services,System Error,Low,Closed,Systems Team,11,10,Missed,Internal User,8-14 days
TCK-10986,2025-09-04,2025-09-13,Human Resources,Report Request,Medium,Closed,Tier 1 Support,9,7,Missed,Program Office,8-14 days
TCK-10987,2025-04-01,,IT Services,Account Access,Medium,Open,Tier 1 Support,394,7,Missed,Internal User,15+ days
TCK-10988,2025-03-16,2025-03-20,Policy,Training Request,Medium,Closed,Tier 2 Support,4,7,Met,Program Office,4-7 days
TCK-10989,2026-01-23,,Program Management,Account Access,Medium,Open,Systems Team,97,7,Missed,Program Office,15+ days
TCK-10990,2025-04-19,2025-04-22,Program Management,Training Request,Low,Closed,Tier 1 Support,3,10,Met,Leadership Office,0-3 days
TCK-10991,2025-04-27,,Program Management,System Error,High,Escalated,CRM Admin,368,4,Missed,Leadership Office,15+ days
TCK-10992,2025-07-08,,Program Management,Data Correction,Low,Open,Tier 1 Support,296,10,Missed,Leadership Office,15+ days
TCK-10993,2025-07-01,2025-07-07,Policy,Account Access,Low,Closed,CRM Admin,6,10,Met,Program Office,4-7 days
TCK-10994,2025-02-13,,IT Services,Training Request,Low,Open,Tier 1 Support,441,10,Missed,Leadership Office,15+ days
TCK-10995,2025-03-11,2025-03-12,Human Resources,Training Request,Medium,Closed,Tier 1 Support,1,7,Met,Leadership Office,0-3 days
TCK-10996,2025-06-12,2025-06-18,Program Management,Report Request,Low,Closed,Tier 1 Support,6,10,Met,Internal User,4-7 days
TCK-10997,2025-01-29,2025-02-06,Program Management,Data Correction,High,Closed,CRM Admin,8,4,Missed,Program Office,8-14 days
TCK-10998,2026-03-12,,IT Services,Report Request,Medium,Open,Tier 1 Support,49,7,Missed,Program Office,15+ days
TCK-10999,2025-06-07,2025-06-13,Operations,User Permissions,High,Closed,Tier 1 Support,6,4,Missed,Internal User,4-7 days
TCK-11000,2025-09-26,,Finance,Account Access,Medium,Pending Customer,Tier 1 Support,216,7,Missed,Program Office,15+ days
TCK-11001,2026-01-29,,Human Resources,Data Correction,Medium,Pending Customer,Tier 1 Support,91,7,Missed,Program Office,15+ days
TCK-11002,2025-06-09,2025-06-14,IT Services,Account Access,High,Closed,Systems Team,5,4,Missed,Leadership Office,4-7 days
TCK-11003,2026-03-22,2026-03-25,Program Management,Account Access,Medium,Closed,CRM Admin,3,7,Met,Program Office,0-3 days
TCK-11004,2025-02-17,2025-02-22,Human Resources,Data Correction,Medium,Closed,Tier 1 Support,5,7,Met,Internal User,4-7 days
TCK-11005,2025-10-29,,Program Management,Training Request,Low,Pending Customer,Tier 1 Support,183,10,Missed,Program Office,15+ days
TCK-11006,2025-03-23,2025-03-30,Operations,Account Access,Medium,Closed,CRM Admin,7,7,Met,Internal User,4-7 days
TCK-11007,2025-04-05,2025-04-13,Human Resources,System Error,Medium,Closed,Tier 2 Support,8,7,Missed,Leadership Office,8-14 days
TCK-11008,2025-12-29,2026-01-02,Policy,Training Request,Low,Closed,Tier 2 Support,4,10,Met,Program Office,4-7 days
TCK-11009,2025-01-03,,Operations,System Error,Medium,Pending Customer,Systems Team,482,7,Missed,Internal User,15+ days
TCK-11010,2025-01-31,2025-02-03,Program Management,Data Correction,Medium,Closed,Systems Team,3,7,Met,Program Office,0-3 days
TCK-11011,2025-06-26,,Finance,Data Correction,Low,Escalated,Systems Team,308,10,Missed,Internal User,15+ days
TCK-11012,2025-12-28,2026-01-05,Program Management,Account Access,Medium,Closed,Tier 1 Support,8,7,Missed,Program Office,8-14 days
TCK-11013,2025-10-30,2025-11-08,Policy,Training Request,Low,Closed,Tier 1 Support,9,10,Met,Leadership Office,8-14 days
TCK-11014,2025-05-08,,Operations,User Permissions,Low,Open,Tier 1 Support,357,10,Missed,Leadership Office,15+ days
TCK-11015,2025-02-06,,IT Services,Account Access,Medium,Open,Tier 2 Support,448,7,Missed,Leadership Office,15+ days
TCK-11016,2025-02-26,,Human Resources,Report Request,High,Open,Tier 2 Support,428,4,Missed,Program Office,15+ days
TCK-11017,2025-03-15,2025-03-25,Program Management,System Error,Low,Closed,Systems Team,10,10,Met,Leadership Office,8-14 days
TCK-11018,2025-05-21,2025-05-29,Policy,Data Correction,Medium,Closed,Tier 2 Support,8,7,Missed,Program Office,8-14 days
TCK-11019,2025-06-30,2025-07-10,Program Management,Report Request,Low,Closed,Reporting Team,10,10,Met,Internal User,8-14 days
TCK-11020,2025-05-10,2025-05-17,Human Resources,Account Access,Low,Closed,Reporting Team,7,10,Met,Leadership Office,4-7 days
TCK-11021,2025-05-29,,Operations,System Error,Low,Open,Tier 1 Support,336,10,Missed,Program Office,15+ days
TCK-11022,2026-02-07,,Program Management,Report Request,High,Open,CRM Admin,82,4,Missed,Leadership Office,15+ days
TCK-11023,2025-04-25,2025-04-30,Program Management,Report Request,Medium,Closed,Tier 2 Support,5,7,Met,Program Office,4-7 days
TCK-11024,2025-04-23,,Operations,User Permissions,Medium,Open,Reporting Team,372,7,Missed,Program Office,15+ days
TCK-11025,2025-04-23,2025-04-23,Finance,User Permissions,Critical,Closed,CRM Admin,0,2,Met,Leadership Office,0-3 days
TCK-11026,2025-05-11,2025-05-15,Policy,Training Request,Medium,Closed,CRM Admin,4,7,Met,Leadership Office,4-7 days
TCK-11027,2025-07-26,2025-08-04,Finance,Report Request,Low,Closed,Tier 2 Support,9,10,Met,Leadership Office,8-14 days
TCK-11028,2025-10-12,2025-10-14,IT Services,Data Correction,High,Closed,Reporting Team,2,4,Met,Leadership Office,0-3 days
TCK-11029,2025-01-02,,Program Management,Training Request,Low,Open,CRM Admin,483,10,Missed,Internal User,15+ days
TCK-11030,2025-09-04,,Finance,User Permissions,Low,Open,Reporting Team,238,10,Missed,Program Office,15+ days
TCK-11031,2025-12-23,2025-12-23,IT Services,Training Request,High,Closed,Systems Team,0,4,Met,Program Office,0-3 days
TCK-11032,2025-02-19,2025-02-21,Operations,Report Request,Medium,Closed,Tier 1 Support,2,7,Met,Program Office,0-3 days
TCK-11033,2025-07-02,2025-07-06,IT Services,Account Access,Medium,Closed,Tier 1 Support,4,7,Met,Internal User,4-7 days
TCK-11034,2025-10-17,2025-10-22,Human Resources,Data Correction,High,Closed,Reporting Team,5,4,Missed,Program Office,4-7 days
TCK-11035,2025-10-01,,Program Management,User Permissions,Critical,Open,Tier 2 Support,211,2,Missed,Internal User,15+ days
TCK-11036,2026-01-13,2026-01-13,Human Resources,Report Request,Low,Closed,Tier 1 Support,0,10,Met,Leadership Office,0-3 days
TCK-11037,2025-07-29,2025-08-03,Operations,Account Access,Low,Closed,CRM Admin,5,10,Met,Internal User,4-7 days
TCK-11038,2025-11-10,2025-11-16,IT Services,Training Request,Low,Closed,Tier 2 Support,6,10,Met,Internal User,4-7 days
TCK-11039,2025-09-01,2025-09-04,Human Resources,System Error,Medium,Closed,Tier 2 Support,3,7,Met,Program Office,0-3 days
TCK-11040,2026-03-31,,IT Services,Data Correction,Medium,Open,Systems Team,30,7,Missed,Program Office,15+ days
TCK-11041,2025-01-01,2025-01-04,Policy,Data Correction,Medium,Closed,Tier 1 Support,3,7,Met,Leadership Office,0-3 days
TCK-11042,2025-02-19,2025-02-23,Policy,Report Request,Critical,Closed,Tier 2 Support,4,2,Missed,Internal User,4-7 days
TCK-11043,2026-02-26,2026-03-05,Operations,Data Correction,Low,Closed,Tier 2 Support,7,10,Met,Program Office,4-7 days
TCK-11044,2025-08-24,2025-08-30,IT Services,Data Correction,Low,Closed,Tier 1 Support,6,10,Met,Internal User,4-7 days
TCK-11045,2026-01-07,2026-01-07,Finance,User Permissions,High,Closed,Reporting Team,0,4,Met,Internal User,0-3 days
TCK-11046,2025-12-19,,Program Management,System Error,Low,Pending Customer,Tier 1 Support,132,10,Missed,Internal User,15+ days
TCK-11047,2025-07-11,,Human Resources,Data Correction,Low,Open,Tier 2 Support,293,10,Missed,Internal User,15+ days
TCK-11048,2025-03-20,2025-03-23,Policy,Data Correction,Medium,Closed,CRM Admin,3,7,Met,Leadership Office,0-3 days
TCK-11049,2025-09-24,,IT Services,Training Request,High,Pending Customer,CRM Admin,218,4,Missed,Program Office,15+ days
TCK-11050,2025-03-22,2025-03-24,Policy,Training Request,High,Closed,Tier 2 Support,2,4,Met,Program Office,0-3 days
TCK-11051,2025-08-06,,IT Services,Data Correction,Low,Pending Customer,Tier 1 Support,267,10,Missed,Internal User,15+ days
TCK-11052,2025-07-27,2025-08-02,Program Management,Account Access,Medium,Closed,Systems Team,6,7,Met,Internal User,4-7 days
TCK-11053,2026-02-12,,Human Resources,Training Request,Medium,Pending Customer,Reporting Team,77,7,Missed,Program Office,15+ days
TCK-11054,2025-11-29,2025-12-09,Operations,Account Access,Medium,Closed,Systems Team,10,7,Missed,Internal User,8-14 days
TCK-11055,2025-10-03,2025-10-07,IT Services,Training Request,High,Closed,Tier 1 Support,4,4,Met,Internal User,4-7 days
TCK-11056,2025-10-03,2025-10-09,IT Services,Account Access,Medium,Closed,CRM Admin,6,7,Met,Program Office,4-7 days
TCK-11057,2025-06-20,,Operations,Data Correction,Medium,Pending Customer,Tier 2 Support,314,7,Missed,Leadership Office,15+ days
TCK-11058,2025-11-22,,Program Management,Account Access,Low,Open,Reporting Team,159,10,Missed,Leadership Office,15+ days
TCK-11059,2025-11-21,2025-11-26,Finance,Report Request,Medium,Closed,Tier 1 Support,5,7,Met,Internal User,4-7 days
TCK-11060,2026-01-27,,Policy,User Permissions,Low,Open,Tier 1 Support,93,10,Missed,Leadership Office,15+ days
TCK-11061,2025-01-16,,Human Resources,Account Access,Low,Open,Tier 2 Support,469,10,Missed,Program Office,15+ days
TCK-11062,2026-02-17,2026-02-20,IT Services,User Permissions,Low,Closed,CRM Admin,3,10,Met,Internal User,0-3 days
TCK-11063,2026-02-08,,Finance,Report Request,Medium,Escalated,Reporting Team,81,7,Missed,Leadership Office,15+ days
TCK-11064,2025-02-28,2025-03-04,Finance,Report Request,High,Closed,CRM Admin,4,4,Met,Internal User,4-7 days
TCK-11065,2025-02-13,,Finance,System Error,Medium,Open,Systems Team,441,7,Missed,Internal User,15+ days
TCK-11066,2025-03-19,2025-03-23,IT Services,Training Request,Low,Closed,Tier 1 Support,4,10,Met,Program Office,4-7 days
TCK-11067,2025-07-14,2025-07-19,Human Resources,Account Access,Medium,Closed,CRM Admin,5,7,Met,Internal User,4-7 days
TCK-11068,2025-07-13,2025-07-19,Finance,User Permissions,Medium,Closed,Systems Team,6,7,Met,Program Office,4-7 days
TCK-11069,2025-09-29,2025-10-09,Finance,Training Request,Low,Closed,Tier 2 Support,10,10,Met,Program Office,8-14 days
TCK-11070,2025-07-09,2025-07-17,Operations,Training Request,Medium,Closed,Reporting Team,8,7,Missed,Leadership Office,8-14 days
TCK-11071,2025-01-22,,Operations,System Error,Medium,Open,Systems Team,463,7,Missed,Leadership Office,15+ days
TCK-11072,2025-10-13,2025-10-19,Human Resources,Training Request,Medium,Closed,Systems Team,6,7,Met,Internal User,4-7 days
TCK-11073,2025-03-06,2025-03-15,Program Management,Report Request,Low,Closed,Systems Team,9,10,Met,Internal User,8-14 days
TCK-11074,2026-04-01,2026-04-07,Human Resources,Report Request,Medium,Closed,CRM Admin,6,7,Met,Leadership Office,4-7 days
TCK-11075,2025-04-01,2025-04-08,Operations,System Error,Medium,Closed,Tier 2 Support,7,7,Met,Leadership Office,4-7 days
TCK-11076,2025-11-28,2025-12-04,Operations,User Permissions,Low,Closed,Tier 1 Support,6,10,Met,Internal User,4-7 days
TCK-11077,2025-12-23,2025-12-28,Policy,User Permissions,Medium,Closed,CRM Admin,5,7,Met,Program Office,4-7 days
TCK-11078,2025-06-02,2025-06-06,Program Management,User Permissions,Low,Closed,Tier 2 Support,4,10,Met,Program Office,4-7 days
TCK-11079,2026-01-05,2026-01-09,Finance,Account Access,High,Closed,Reporting Team,4,4,Met,Internal User,4-7 days
TCK-11080,2026-02-25,,Policy,System Error,Medium,Escalated,Tier 2 Support,64,7,Missed,Program Office,15+ days
TCK-11081,2026-01-20,2026-01-27,Operations,User Permissions,Medium,Closed,CRM Admin,7,7,Met,Program Office,4-7 days
TCK-11082,2025-10-06,2025-10-10,Policy,Account Access,Medium,Closed,Tier 1 Support,4,7,Met,Program Office,4-7 days
TCK-11083,2025-07-13,2025-07-21,IT Services,Training Request,Medium,Closed,Tier 1 Support,8,7,Missed,Internal User,8-14 days
TCK-11084,2026-01-10,2026-01-15,Policy,Training Request,Low,Closed,Systems Team,5,10,Met,Internal User,4-7 days
TCK-11085,2026-03-02,2026-03-07,Policy,Account Access,Critical,Closed,CRM Admin,5,2,Missed,Internal User,4-7 days
TCK-11086,2025-05-29,,Finance,Data Correction,Medium,Open,Tier 2 Support,336,7,Missed,Internal User,15+ days
TCK-11087,2025-04-17,,IT Services,Report Request,Critical,Pending Customer,Tier 1 Support,378,2,Missed,Program Office,15+ days
TCK-11088,2026-01-08,,Human Resources,Account Access,Low,Open,Tier 1 Support,112,10,Missed,Leadership Office,15+ days
TCK-11089,2025-11-04,2025-11-11,Human Resources,Training Request,Medium,Closed,Tier 2 Support,7,7,Met,Internal User,4-7 days
TCK-11090,2025-10-31,2025-11-06,Program Management,Data Correction,Low,Closed,Tier 2 Support,6,10,Met,Program Office,4-7 days
TCK-11091,2025-11-26,2025-12-06,Policy,Account Access,Medium,Closed,Tier 1 Support,10,7,Missed,Leadership Office,8-14 days
TCK-11092,2026-01-25,2026-01-27,Finance,System Error,Medium,Closed,Tier 1 Support,2,7,Met,Program Office,0-3 days
TCK-11093,2025-09-14,2025-09-17,Human Resources,Account Access,High,Closed,Tier 2 Support,3,4,Met,Internal User,0-3 days
TCK-11094,2026-02-25,2026-03-01,IT Services,Account Access,Low,Closed,CRM Admin,4,10,Met,Program Office,4-7 days
TCK-11095,2025-02-27,,Policy,System Error,Medium,Pending Customer,CRM Admin,427,7,Missed,Program Office,15+ days
TCK-11096,2025-11-23,2025-11-26,Finance,Training Request,High,Closed,Tier 1 Support,3,4,Met,Leadership Office,0-3 days
TCK-11097,2025-08-01,,IT Services,Report Request,High,Pending Customer,Tier 2 Support,272,4,Missed,Internal User,15+ days
TCK-11098,2025-02-09,,Human Resources,Training Request,Medium,Open,Systems Team,445,7,Missed,Program Office,15+ days
TCK-11099,2025-02-25,2025-02-28,Human Resources,Training Request,Medium,Closed,Tier 2 Support,3,7,Met,Program Office,0-3 days
TCK-11100,2025-04-10,2025-04-20,Operations,Training Request,Low,Closed,Systems Team,10,10,Met,Leadership Office,8-14 days
TCK-11101,2025-03-17,2025-03-23,Human Resources,Report Request,Low,Closed,Tier 1 Support,6,10,Met,Leadership Office,4-7 days
TCK-11102,2026-01-17,2026-01-23,IT Services,Training Request,High,Closed,Reporting Team,6,4,Missed,Leadership Office,4-7 days
TCK-11103,2025-01-22,2025-01-26,Program Management,System Error,High,Closed,Reporting Team,4,4,Met,Program Office,4-7 days
TCK-11104,2026-02-09,2026-02-10,Human Resources,Account Access,High,Closed,Tier 2 Support,1,4,Met,Program Office,0-3 days
TCK-11105,2026-02-04,,Human Resources,Training Request,High,Escalated,Tier 2 Support,85,4,Missed,Program Office,15+ days
TCK-11106,2025-07-19,2025-07-22,Human Resources,System Error,Medium,Closed,Tier 2 Support,3,7,Met,Leadership Office,0-3 days
TCK-11107,2025-08-22,,Operations,Report Request,Low,Escalated,CRM Admin,251,10,Missed,Program Office,15+ days
TCK-11108,2025-01-27,2025-02-07,Operations,System Error,High,Closed,Systems Team,11,4,Missed,Internal User,8-14 days
TCK-11109,2025-09-06,2025-09-12,Operations,Training Request,Medium,Closed,Tier 2 Support,6,7,Met,Leadership Office,4-7 days
TCK-11110,2026-03-02,2026-03-03,Human Resources,Account Access,Medium,Closed,Tier 2 Support,1,7,Met,Program Office,0-3 days
TCK-11111,2025-10-11,2025-10-17,Finance,Data Correction,Low,Closed,Reporting Team,6,10,Met,Leadership Office,4-7 days
TCK-11112,2025-10-09,2025-10-13,Program Management,Account Access,High,Closed,Tier 2 Support,4,4,Met,Internal User,4-7 days
